row id;Exact mass;m/z;rt;Metaboscape annotation;Putative annotation;Metaboanalyst name (#_mz_rt);VIP_class;VIP_zone_demospongiae;VIP_zone_Hexactinellida;CSI:FingerIDScore;molecularFormulaSIRIUS;nameSIRIUS;linksSIRIUS
1493;589.50226;590.50953;1339.57;;;1493_590.50953_1339.57;;;;;;;
1500;536.40197;537.40925;1351.92;;;1500_537.40925_1351.92;;0.085867;1.0956;;;;
1502;286.13823;287.1455;1353.83;;;1502_287.1455_1353.83;;0.050979;1.0693;;;;
1503;380.3237;381.33097;1357.19;;;1503_381.33097_1357.19;;;;;;;
1504;786.02946;787.03674;1362.13;;;1504_787.03674_1362.13;;1.5281;0.50095;;;;
1506;1571.0563;786.53543;1363.24;;;1506_786.53543_1363.24;;0.93201;0.28255;;;;
1507;1572.0601;787.03733;1363.52;;;1507_787.03733_1363.52;;;;;;;
1513;509.54017;510.54744;1369.65;;;1513_510.54744_1369.65;;0.022428;0.216;;;;
1514;492.33926;493.34653;1371.96;;;1514_493.34653_1371.96;;;;;;;
1515;709.54485;710.55212;1372.98;;;1515_710.55212_1372.98;;;;;;;
1517;535.55628;536.56356;1375.41;;;1517_536.56356_1375.41;;0.78888;0.9719;;;;
1518;708.54261;709.54988;1375.95;;;1518_709.54988_1375.95;;0.41812;1.1468;;;;
1519;505.51541;506.52268;1376.94;;;1519_506.52268_1376.94;;0.12176;0.43925;;;;
1520;504.50496;505.51224;1379.14;;;1520_505.51224_1379.14;;1.8588;0.49434;;;;
1522;676.44322;677.45049;1380.83;;;1522_677.45049_1380.83;;0.83655;0.27689;;;;
1524;140.95012;163.94046;3.09;;;1524_163.94046_3.09;;;;;;;
1525;203.95696;186.95393;2.96;;;1525_186.95393_2.96;;;;;;;
1526;180.9405;181.94778;3.03;;;1526_181.94778_3.03;;;;;;;
1528;175.96159;176.96886;2.9;;;1528_176.96886_2.9;;;;;;;
1529;210.13229;211.13956;2.26;;;1529_211.13956_2.26;;;;;;;
1542;559.86257;560.86823;6.9;;;1542_560.86823_6.9;;0.41686;0.20586;;;;
1545;627.84911;628.85662;6.79;;;1545_628.85662_6.79;;0.027791;0.062772;;;;
1547;881.81759;920.7786;7.44;;;1547_920.7786_7.44;;0.1562;0.22471;;;;
1548;1075.80907;1114.7732;7.27;;;1548_1114.7732_7.27;;0.36113;0.44369;;;;
1549;1007.82285;1046.78638;7.2;;;1549_1046.78638_7.2;;0.096193;0.15797;;;;
1552;911.84466;894.84093;7.27;;;1552_894.84093_7.27;;0.45232;0.021562;;;;
1553;1153.75827;1154.76555;6.97;;;1553_1154.76555_6.97;;0.041215;0.5368;;;;
1554;1085.76848;1086.77576;7.29;;;1554_1086.77576_7.29;;0.55188;0.16014;;;;
1555;983.77856;984.78584;7.46;;;1555_984.78584_7.46;;0.48494;0.54878;;;;
1556;915.79171;916.79898;7.36;;;1556_916.79898_7.36;;0.32789;0.35577;;;;
1558;1119.75555;1120.76282;7.64;;;1558_1120.76282_7.64;;0.23509;0.087476;;;;
1559;825.84833;826.8556;6.63;;;1559_826.8556_6.63;;;;;;;
1560;468.31696;469.32423;6.19;;;1560_469.32423_6.19;;;;;;;
1563;398.23794;399.24521;6.24;;;1563_399.24521_6.24;;;;;;;
1565;1187.74495;1188.75223;7.72;;;1565_1188.75223_7.72;;0.17991;0.33113;;;;
1568;982.7827;983.78998;7.27;;;1568_983.78998_7.27;;0.085855;0.4042;;;;
1570;763.82172;764.829;7;;;1570_764.829_7;;0.19736;0.15046;;;;
1571;928.81548;929.82276;7.25;;;1571_929.82276_7.25;;0.30329;0.097904;;;;
1572;1221.74578;1222.75306;7.52;;;1572_1222.75306_7.52;;;;;;;
1573;1000.79111;1001.79838;7.87;;;1573_1001.79838_7.87;;;;;;;
1574;1181.75554;1182.76282;7.42;;;1574_1182.76282_7.42;;0.15478;0.14151;;;;
1575;1002.78674;1003.79402;6.49;;;1575_1003.79402_6.49;;0.10733;0.55677;;;;
1576;984.77896;985.78624;8;;;1576_985.78624_8;;0.31276;0.23228;;;;
1581;251.9629;252.97017;13.95;;;1581_252.97017_13.95;;0.48976;0.30498;;;;
1583;140.94912;141.9564;22.37;;;1583_141.9564_22.37;;0.45438;2.1707;;;;
1586;185.94665;186.95392;30.19;;;1586_186.95392_30.19;;1.0748;2.1935;;;;
1587;175.96188;176.96916;32.27;;;1587_176.96916_32.27;;0.40733;0.85187;;;;
1588;180.94095;181.94823;33.76;;;1588_181.94823_33.76;;0.69139;0.60515;;;;
1589;162.93231;163.93959;35.01;;;1589_163.93959_35.01;;0.87584;0.5511;;;;
1591;203.95675;204.96402;37.19;;;1591_204.96402_37.19;;0.075628;1.7975;;;;
1592;140.94905;141.95633;38.81;;;1592_141.95633_38.81;;1.3381;0.018239;;;;
1594;185.94672;186.954;47.79;;;1594_186.954_47.79;;1.2346;0.44037;;;;
1595;162.9324;163.93968;49.16;;;1595_163.93968_49.16;;0.13952;0.77916;;;;
1596;175.96219;176.96947;49.21;;;1596_176.96947_49.21;;0.67164;1.3701;;;;
1597;180.94081;181.94808;50.06;;;1597_181.94808_50.06;;0.75066;0.76614;;;;
1598;203.95659;204.96387;51.04;;;1598_204.96387_51.04;;0.537;0.80311;;;;
1600;140.94927;141.95655;52.53;;;1600_141.95655_52.53;;1.2902;0.3978;;;;
1607;203.95566;204.96294;63.59;;;1607_204.96294_63.59;;0.45189;0.67603;;;;
1608;225.94079;226.94807;63.65;;;1608_226.94807_63.65;;1.5967;2.5985;;;;
1609;151.02816;152.03544;64.65;;;1609_152.03544_64.65;;;;;;;
1610;206.01793;207.0252;66.3;;;1610_207.0252_66.3;;;;;;;
1616;137.07048;160.05982;69.42;;;1616_160.05982_69.42;;;;;;;
1618;177.09798;178.10526;68.05;;;1618_178.10526_68.05;;;;;;;
1620;248.1711;249.17838;67.28;;;1620_249.17838_67.28;;;;;;;
1623;199.97895;200.98623;69.52;;;1623_200.98623_69.52;;;;;;;
1628;147.0874;148.09467;68.05;;;1628_148.09467_68.05;;0.19132;1.9332;;;;
1631;221.01039;222.01766;68.65;;;1631_222.01766_68.65;;;;;;;
1636;214.12745;215.13473;70.9;;;1636_215.13473_70.9;;;;;;;
1637;219.11699;220.12427;68.78;;;1637_220.12427_68.78;;;;;;;
1646;147.05084;148.05812;68.81;;;1646_148.05812_68.81;;;;;;;
1647;227.0462;228.05348;68.96;;;1647_228.05348_68.96;;;;;;;
1651;179.09124;180.09851;72;;;1651_180.09851_72;;1.3837;0.45307;;;;
1669;162.00775;163.01503;70.54;;;1669_163.01503_70.54;;;;;;;
1671;140.05566;141.06294;70;;;1671_141.06294_70;;;;;;;
1674;232.13892;233.1462;70.29;;;1674_233.1462_70.29;;;;;;;
1675;202.09316;203.10044;70.42;;;1675_203.10044_70.42;;;;;;;
1677;192.00727;193.01454;70.6;;;1677_193.01454_70.6;;;;;;;
1684;135.05226;136.05953;72.39;;;1684_136.05953_72.39;;;;;;;
1687;183.12223;184.1295;72.1;;;1687_184.1295_72.1;;2.6722;1.1304;;;;
1693;214.0937;215.10098;71.72;;;1693_215.10098_71.72;;;;;;;
1695;159.1243;160.13157;72.17;;;1695_160.13157_72.17;;;;;;;
1700;170.10476;171.11204;72.24;;;1700_171.11204_72.24;;0.60854;1.6894;;;;
1701;147.10461;148.11188;74.14;;;1701_148.11188_74.14;;;;;;;
1706;213.12887;214.13614;71.65;;;1706_214.13614_71.65;;;;;;;
1708;201.16919;202.17647;71.99;;;1708_202.17647_71.99;;;;;;;
1710;168.08739;169.09466;72.17;;;1710_169.09466_72.17;;;;;;;
1711;173.06769;174.07497;72.46;;;1711_174.07497_72.46;;0.36476;1.1581;;;;
1712;145.10775;146.11502;74.38;;;1712_146.11502_74.38;;;;;;;
1714;189.97759;190.98487;80.17;;;1714_190.98487_80.17;;;;;;;
1718;245.12323;246.12848;89.35;;;1718_246.12848_89.35;;0.27879;0.56318;;;;
1720;162.05049;145.04802;90.25;;;1720_145.04802_90.25;;;;;;;
1721;201.13322;184.12992;89.03;;;1721_184.12992_89.03;;;;;;;
1723;255.14307;256.15035;90.33;;;1723_256.15035_90.33;;;;;;;
1726;201.16926;202.17654;89.21;;;1726_202.17654_89.21;;;;;;;
1728;187.08474;188.09202;89.03;;;1728_188.09202_89.03;;;;;;;
1733;145.0847;146.09198;88.98;;;1733_146.09198_88.98;;;;;;;
1736;129.0405;130.04778;90.87;;;1736_130.04778_90.87;;;;;;;
1737;168.08702;169.09429;89.27;;;1737_169.09429_89.27;;;;;;;
1741;203.08045;204.08773;92.75;;;1741_204.08773_92.75;;;;;;;
1742;263.12736;264.13463;91.36;;;1742_264.13463_91.36;;;;;;;
1744;155.12867;156.13595;90.33;;;1744_156.13595_90.33;;;;;;;
1747;232.13884;233.14612;91.96;;;1747_233.14612_91.96;;;;;;;
1748;213.13044;214.13772;90.75;;;1748_214.13772_90.75;;;;;;;
1751;192.08677;193.09404;95;;;1751_193.09404_95;;;;;;;
1753;147.10544;148.11271;97.63;;;1753_148.11271_97.63;;;;;;;
1755;135.06664;136.07391;99.54;;;1755_136.07391_99.54;;;;;;;
1759;189.0961;190.10338;103.13;;;1759_190.10338_103.13;;;;;;;
1761;205.10878;206.11605;103.86;;;1761_206.11605_103.86;;;;;;;
1762;143.09246;144.09974;103.31;;;1762_144.09974_103.31;;;;;;;
1765;172.06995;173.07722;106.56;;;1765_173.07722_106.56;;0.060803;0.053083;;;;
1768;201.07252;202.0798;108.75;;;1768_202.0798_108.75;;1.871;1.2008;;;;
1770;203.95638;204.96365;117.65;;;1770_204.96365_117.65;;2.6103;1.0311;;;;
1771;165.07706;166.08434;123.71;;;1771_166.08434_123.71;;;;;;;
1776;157.95283;158.9601;132.14;;;1776_158.9601_132.14;;0.76552;0.8535;;;;
1777;203.95674;204.96402;136.54;;;1777_204.96402_136.54;;0.14371;0.95913;;;;
1778;140.94882;141.9561;137.54;;;1778_141.9561_137.54;;0.9406;0.70063;;;;
1780;180.94056;181.94783;140.61;;;1780_181.94783_140.61;;0.21372;1.1968;;;;
1781;162.93172;163.93899;143.13;;;1781_163.93899_143.13;;1.5155;1.4077;;;;
1782;185.94632;186.9536;147.81;;;1782_186.9536_147.81;;1.9821;0.80418;;;;
1783;158.9599;159.96718;150.94;;;1783_159.96718_150.94;;2.1522;0.53476;;;;
1784;211.09267;212.09994;151.88;;;1784_212.09994_151.88;;;;;;;
1785;175.96138;176.96865;154.52;;;1785_176.96865_154.52;;1.0808;0.91385;;;;
1786;162.93155;163.93883;159.03;;;1786_163.93883_159.03;;0.29687;1.0209;;;;
1787;203.95665;204.96393;160.38;;;1787_204.96393_160.38;;0.70597;0.11634;;;;
1788;185.94684;186.95411;162.58;;;1788_186.95411_162.58;;0.49619;1.0575;;;;
1789;144.92068;145.92795;164.87;;;1789_145.92795_164.87;;2.4574;0.6136;;;;
1790;157.95264;158.95992;165.53;;;1790_158.95992_165.53;;0.47789;0.86634;;;;
1791;180.94042;181.9477;165.56;;;1791_181.9477_165.56;;0.1543;0.032168;;;;
1792;147.0654;148.07267;167.65;;;1792_148.07267_167.65;;;;;;;
1793;175.96143;176.96871;172.87;;;1793_176.96871_172.87;;0.29516;1.0443;;;;
1794;202.12827;203.13555;173.62;;;1794_203.13555_173.62;;;;;;;
1795;158.95992;159.96719;176.35;;;1795_159.96719_176.35;;0.49469;0.39771;;;;
1796;162.93151;163.93879;178.24;;;1796_163.93879_178.24;;0.83875;1.0342;;;;
1797;157.95291;158.96019;179.65;;;1797_158.96019_179.65;;0.22332;0.7881;;;;
1798;180.94074;181.94802;182.52;;;1798_181.94802_182.52;;0.17269;1.4039;;;;
1799;242.12403;243.13131;188.59;;;1799_243.13131_188.59;;;;;;;
1800;158.95993;159.96721;190.78;;;1800_159.96721_190.78;;2.1034;1.24;;;;
1801;140.94913;141.9564;191.08;;;1801_141.9564_191.08;;0.62491;0.2421;;;;
1802;157.95294;158.96021;194.08;;;1802_158.96021_194.08;;0.31662;0.91173;;;;
1803;203.95659;204.96387;198.35;;;1803_204.96387_198.35;;0.02203;0.89389;;;;
1805;162.93175;163.93903;201.72;;;1805_163.93903_201.72;;0.69553;0.90366;;;;
1807;180.94035;181.94763;202.88;;;1807_181.94763_202.88;;0.78004;1.9305;;;;
1808;158.95994;159.96721;203.24;;;1808_159.96721_203.24;;0.26649;1.9753;;;;
1810;140.94901;141.95629;210.21;;;1810_141.95629_210.21;;0.42912;0.61554;;;;
1811;203.95683;204.96411;214.48;;;1811_204.96411_214.48;;0.037857;0.13992;;;;
1812;162.93167;163.93894;216.25;;;1812_163.93894_216.25;;1.0831;1.5161;;;;
1813;175.96123;176.9685;216.47;;;1813_176.9685_216.47;;1.627;0.022644;;;;
1814;158.95993;159.9672;216.73;;;1814_159.9672_216.73;;0.37961;1.8931;;;;
1815;185.94599;186.95326;218.99;;;1815_186.95326_218.99;;0.64861;0.73927;;;;
1816;140.94869;141.95597;222.28;;;1816_141.95597_222.28;;0.18423;1.7077;;;;
1817;157.95284;158.96012;224.22;;;1817_158.96012_224.22;;0.10947;0.3551;;;;
1818;180.94065;181.94793;224.96;;;1818_181.94793_224.96;;1.1066;1.3021;;;;
1819;203.9564;204.96368;227.5;;;1819_204.96368_227.5;;0.87767;0.84885;;;;
1820;162.9318;163.93908;231.72;;;1820_163.93908_231.72;;0.43573;0.94887;;;;
1821;158.95989;159.96716;233.8;;;1821_159.96716_233.8;;0.14526;0.66444;;;;
1822;140.94905;141.95632;235.43;;;1822_141.95632_235.43;;0.35975;0.16046;;;;
1823;175.96109;176.96836;235.94;;;1823_176.96836_235.94;;0.50714;0.83894;;;;
1824;185.94625;186.95352;237.25;;;1824_186.95352_237.25;;0.93875;1.3448;;;;
1825;180.94044;181.94771;240.09;;;1825_181.94771_240.09;;0.28035;0.21956;;;;
1826;157.9528;158.96008;244.14;;;1826_158.96008_244.14;;1.2718;0.7483;;;;
1828;175.96128;176.96855;252.83;;;1828_176.96855_252.83;;1.1672;1.224;;;;
1829;203.9565;204.96378;253.8;;;1829_204.96378_253.8;;0.50133;1.5425;;;;
1831;140.94883;141.9561;257.52;;;1831_141.9561_257.52;;0.44998;1.5983;;;;
1832;158.9601;159.96738;258.2;;;1832_159.96738_258.2;;0.8349;0.22149;;;;
1833;162.93174;163.93902;258.85;;;1833_163.93902_258.85;;1.6076;0.35351;;;;
1834;180.94058;181.94785;259.76;;;1834_181.94785_259.76;;0.55807;0.15594;;;;
1835;185.94622;186.9535;263.72;;;1835_186.9535_263.72;;1.9186;1.1047;;;;
1836;203.95667;204.96394;267.01;;;1836_204.96394_267.01;;0.9377;2.0693;;;;
1837;140.94898;141.95626;271.47;;;1837_141.95626_271.47;;0.9528;0.46764;;;;
1840;230.1606;231.16787;276.84;;;1840_231.16787_276.84;;;;;;;
1841;185.94628;186.95356;280.9;;;1841_186.95356_280.9;;0.034516;0.033719;;;;
1842;203.95637;204.96365;282.85;;;1842_204.96365_282.85;;1.2274;0.29502;;;;
1843;162.93169;163.93897;284.36;;;1843_163.93897_284.36;;1.2473;0.59054;;;;
1844;157.95286;158.96014;287.26;;;1844_158.96014_287.26;;1.9102;0.097924;;;;
1845;158.95988;159.96715;294.82;;;1845_159.96715_294.82;;0.71836;1.3103;;;;
1846;175.96122;176.9685;301.59;;;1846_176.9685_301.59;;1.3853;0.77917;;;;
1847;203.95685;204.96413;301.72;;;1847_204.96413_301.72;;0.86271;1.1978;;;;
1848;185.946;186.95328;302.35;;;1848_186.95328_302.35;;0.003799;0.50723;;;;
1852;228.09032;229.0976;315.74;;;1852_229.0976_315.74;;0.80511;1.4737;;;;
1853;264.14497;265.15224;326.77;;;1853_265.15224_326.77;;;;;;;
1854;157.95291;158.96018;327.4;;;1854_158.96018_327.4;;1.3705;0.5146;;;;
1855;185.94601;186.95329;334.14;;;1855_186.95329_334.14;;1.9387;0.67029;;;;
1857;180.0867;181.09398;347.19;;;1857_181.09398_347.19;;2.1881;1.391;;;;
1858;203.9565;204.96377;348.78;;;1858_204.96377_348.78;;0.52466;1.4863;;;;
1859;189.09836;190.10564;353.57;;;1859_190.10564_353.57;;;;;;;
1861;180.08598;181.09325;370.21;;;1861_181.09325_370.21;;1.0856;0.11953;;;;
1862;185.94639;186.95367;372.37;;;1862_186.95367_372.37;;0.38539;1.6323;;;;
1866;1491.67247;746.84351;439.04;;;1866_746.84351_439.04;;;;;;;
1867;1491.6796;498.23381;439.4;;;1867_498.23381_439.4;;;;;;;
1869;228.0912;229.09847;447.27;;;1869_229.09847_447.27;;0.40039;1.5446;;;;
1870;210.08484;211.09212;459.78;;;1870_211.09212_459.78;;0.70472;1.7006;;;;
1871;484.43982;243.22718;463.54;;;1871_243.22718_463.54;;;;;;;
1872;230.24377;231.25105;463.7;;;1872_231.25105_463.7;;;;;;;
1873;484.43977;243.22716;477.95;;;1873_243.22716_477.95;;;;;;;
1874;170.09424;171.10152;479.08;;;1874_171.10152_479.08;;1.5008;0.31586;;;;
1875;210.08458;211.09186;479.28;;;1875_211.09186_479.28;;0.62616;1.6006;;;;
1879;230.24426;231.25154;490.01;;;1879_231.25154_490.01;;;;;;;
1880;142.14466;143.15194;489.3;;;1880_143.15194_489.3;;;;;;;
1881;398.39641;200.20548;489.35;;;1881_200.20548_489.35;;;;;;;
1882;142.14456;143.15183;499.26;;;1882_143.15183_499.26;;;;;;;
1883;398.39662;200.20559;500.83;;;1883_200.20559_500.83;;0.076983;0.49758;;;;
1885;568.04501;285.02978;504.6;;;1885_285.02978_504.6;;;;;;;
1889;538.03428;270.02441;522.33;;;1889_270.02441_522.33;;;;;;;
1891;412.41296;207.21376;536.91;;;1891_207.21376_536.91;;;;;;;
1892;230.24478;231.25205;539.85;;;1892_231.25205_539.85;;;;;;;
1895;412.41301;207.21378;543.79;;;1895_207.21378_543.79;;;;;;;
1896;159.1724;160.17968;548.77;;;1896_160.17968_548.77;;;;;;;
1897;180.08682;181.0941;558.67;;;1897_181.0941_558.67;;0.84588;1.6376;;;;
1898;442.42627;222.22041;558.68;;;1898_222.22041_558.68;;;;;;;
1899;230.24407;231.25135;567.99;;;1899_231.25135_567.99;;;;;;;
1901;412.41275;207.21365;566.8;;;1901_207.21365_566.8;;;;;;;
1902;442.42688;222.22071;571.43;;;1902_222.22071_571.43;;;;;;;
1904;466.42737;234.22096;580.58;;;1904_234.22096_580.58;;;;;;;
1905;144.09465;145.10193;587.85;;;1905_145.10193_587.85;;1.339;0.90159;;;;
1906;180.08728;181.09455;588.91;;;1906_181.09455_588.91;;0.023747;1.9901;;;;
1907;456.44386;229.22921;594.15;;;1907_229.22921_594.15;;;;;;;
1908;468.44449;235.22952;597.68;;;1908_235.22952_597.68;;;;;;;
1909;162.10607;163.11335;598.85;;;1909_163.11335_598.85;;0.79297;0.59921;;;;
1910;456.4441;229.22933;599.89;;;1910_229.22933_599.89;;;;;;;
1912;466.42841;234.22148;602.44;;;1912_234.22148_602.44;;;;;;;
1913;144.09476;145.10204;604.97;;;1913_145.10204_604.97;;0.84528;0.11954;;;;
1914;468.44203;235.22939;607.85;;;1914_235.22939_607.85;;;;;;;
1915;458.45898;230.23677;607.28;;;1915_230.23677_607.28;;;;;;;
1916;162.1061;163.11337;610.36;;;1916_163.11337_610.36;;1.0952;0.09365;;;;
1919;166.13337;167.14074;616.3;;;1919_167.14074_616.3;;0.27619;0.16101;;;;
1920;458.45862;230.23659;615.35;;;1920_230.23659_615.35;;;;;;;
1922;482.45201;483.45929;619.22;;;1922_483.45929_619.22;;;;;;;
1923;185.12039;186.12766;620.76;;;1923_186.12766_620.76;;0.73682;0.15277;;;;
1924;468.44429;235.22942;621.25;;;1924_235.22942_621.25;;;;;;;
1926;162.10614;163.11342;623.05;;;1926_163.11342_623.05;;1.3105;1.1047;;;;
1927;144.09471;145.10198;624.17;;;1927_145.10198_624.17;;0.99381;0.0059005;;;;
1931;200.1363;201.14358;639.53;;;1931_201.14358_639.53;;;;;;;
1932;222.12013;223.12741;639.9;;;1932_223.12741_639.9;;;;;;;
1933;534.48795;268.25125;641.62;;;1933_268.25125_641.62;;;;;;;
1935;210.12435;211.13163;652.34;;;1935_211.13163_652.34;;1.1272;1.373;;;;
1936;1242.57157;622.29306;655.78;;;1936_622.29306_655.78;;;;;;;
1937;155.12946;156.13674;656.52;;;1937_156.13674_656.52;;;;;;;
1938;180.08773;181.09501;660.3;;;1938_181.09501_660.3;;0.46446;1.4645;;;;
1941;155.12873;156.13601;671.37;;;1941_156.13601_671.37;;1.7529;0.1765;;;;
1942;534.48918;268.25187;671.11;;;1942_268.25187_671.11;;;;;;;
1945;180.09026;181.09754;674.22;;;1945_181.09754_674.22;;;;;;;
1946;1242.56566;622.29011;679.35;;;1946_622.29011_679.35;;;;;;;
1951;174.13667;175.14395;701.12;;;1951_175.14395_701.12;;;;;;;
1952;210.15692;211.1642;701.5;;;1952_211.1642_701.5;;;;;;;
1954;626.51608;314.26532;705.27;;;1954_314.26532_705.27;;;;;;;
1957;1242.5649;622.28973;705.97;;;1957_622.28973_705.97;;;;;;;
1958;216.09475;217.10203;711.44;;;1958_217.10203_711.44;;1.3671;2.7927;;;;
1960;626.51505;314.2648;717.67;;;1960_314.2648_717.67;;;;;;;
1961;1242.56399;622.28927;716.09;;;1961_622.28927_716.09;;;;;;;
1966;192.11232;193.1196;725.03;;;1966_193.1196_725.03;;;;;;;
1967;152.11699;153.12427;727.77;;;1967_153.12427_727.77;;0.75665;0.94396;;;;
1970;186.09962;187.1069;751.49;;;1970_187.1069_751.49;;;;;;;
1971;160.08747;161.09475;751.98;;;1971_161.09475_751.98;;;;;;;
1972;178.09661;179.10389;752.2;;;1972_179.10389_752.2;;;;;;;
1976;204.11165;205.11893;768.83;;;1976_205.11893_768.83;;;;;;;
1982;602.32662;603.33374;806.07;;;1982_603.33374_806.07;;0.31011;0.77477;;;;
1992;493.31096;494.31824;846.96;;;1992_494.31824_846.96;;;;;;;
1993;216.09495;217.10223;847.88;;;1993_217.10223_847.88;;0.63197;0.53184;;;;
1994;254.09123;255.09851;849.73;;;1994_255.09851_849.73;;;;;;;
1995;208.14042;209.1477;849.88;;;1995_209.1477_849.88;;;;;;;
2000;481.31125;482.31852;862.1;;;2000_482.31852_862.1;;2.1167;0.5201;;;;
2003;216.09477;217.10205;871.33;;;2003_217.10205_871.33;;0.99953;0.0015902;;;;
2006;882.50693;883.51421;875.24;;;2006_883.51421_875.24;;;;;;;
2010;196.14162;197.1489;878.08;;;2010_197.1489_878.08;;0.12259;0.82061;;;;
2021;882.50612;883.5134;896.15;;;2021_883.5134_896.15;;;;;;;
2026;244.21674;245.22401;902.78;;;2026_245.22401_902.78;;;;;;;
2029;495.32574;496.33301;901.34;;;2029_496.33301_901.34;;2.5232;0.14804;;;;
2035;507.32778;508.33506;914.83;;;2035_508.33506_914.83;;;;;;;
2038;270.21553;271.22281;920.94;;;2038_271.22281_920.94;;;;;;;
2040;918.50351;919.51078;926.31;;;2040_919.51078_926.31;;;;;;;
2042;479.3312;480.33847;927.35;;;2042_480.33847_927.35;;;;;;;
2045;256.14063;257.14791;934.72;;;2045_257.14791_934.72;;;;;;;
2050;270.21513;271.22241;933.68;;;2050_271.22241_933.68;;0.64934;0.17057;;;;
2053;290.24224;291.24951;940.13;;;2053_291.24951_940.13;;;;;;;
2056;298.1528;299.16007;942.8;;;2056_299.16007_942.8;;;;;;;
2057;270.21448;271.22175;946.45;;;2057_271.22175_946.45;;;;;;;
2059;318.14393;319.15121;948.68;;;2059_319.15121_948.68;;;;;;;
2061;283.3209;284.32817;947.38;;;2061_284.32817_947.38;;;;;;;
2067;220.10647;221.11374;960.61;;;2067_221.11374_960.61;;;;;;;
2068;493.34725;494.35452;960.56;;;2068_494.35452_960.56;;1.5447;2.2274;;;;
2070;297.3372;298.34447;965.99;;;2070_298.34447_965.99;;;;;;;
2076;297.26409;298.27137;978.28;;;2076_298.27137_978.28;;;;;;;
2077;272.15822;273.16549;978.99;;;2077_273.16549_978.99;;2.4268;1.1684;;;;
2079;227.22013;228.22741;981.66;;;2079_228.22741_981.66;;;;;;;
2080;216.095;217.10227;982.31;;;2080_217.10227_982.31;;0.21844;2.3758;;;;
2082;279.25336;280.26064;986.12;;;2082_280.26064_986.12;;0.24256;0.87536;;;;
2091;523.35979;524.36707;996.7;;;2091_524.36707_996.7;;;;;;;
2097;227.22135;228.22863;1003.1;;;2097_228.22863_1003.1;;;;;;;
2098;216.09471;217.10199;1006.57;;;2098_217.10199_1006.57;;0.22327;0.97978;;;;
2102;507.36276;508.37004;1015.91;;;2102_508.37004_1015.91;;1.8494;1.7126;;;;
2103;260.21189;261.21916;1016.21;;;2103_261.21916_1016.21;;0.067096;0.54805;;;;
2105;260.21162;261.2189;1028.45;;;2105_261.2189_1028.45;;0.52147;0.64129;;;;
2110;507.36354;508.37082;1038.77;;;2110_508.37082_1038.77;;1.2548;0.73823;;;;
2111;524.36389;525.37116;1044.42;;;2111_525.37116_1044.42;;;;;;;
2121;241.23838;242.24566;1062.01;;;2121_242.24566_1062.01;;0.5361;1.3516;;;;
2123;270.17915;271.18643;1062.65;;;2123_271.18643_1062.65;;1.4428;0.15373;;;;
2130;627.36059;628.36787;1072.61;;;2130_628.36787_1072.61;;1.4932;1.0353;;;;
2135;166.13299;149.13005;1079.13;;;2135_149.13005_1079.13;;0.15163;0.62051;;;;
2136;180.14862;163.14604;1078.9;;;2136_163.14604_1078.9;;0.91324;0.21197;;;;
2138;270.1776;271.18487;1082.2;;;2138_271.18487_1082.2;;2.3502;1.0575;;;;
2144;627.36389;628.37117;1089.65;;;2144_628.37117_1089.65;;0.34151;0.018879;;;;
2146;1080.55544;1081.56271;1092.89;;;2146_1081.56271_1092.89;;;;;;;
2151;142.94954;143.95682;1098.57;;;2151_143.95682_1098.57;;1.424;1.5254;;;;
2155;1058.577;1059.58428;1101.2;;;2155_1059.58428_1101.2;;;;;;;
2158;809.58623;810.5935;1107.58;;;2158_810.5935_1107.58;;0.85498;1.1726;;;;
2159;627.36135;628.36863;1107.79;;;2159_628.36863_1107.79;;0.78855;0.86579;;;;
2160;823.59947;824.60675;1109.75;;;2160_824.60675_1109.75;;0.33387;0.60392;;;;
2166;793.59255;794.59983;1117.31;;;2166_794.59983_1117.31;;0.3899;0.72683;;;;
2167;142.94967;143.95695;1117.44;;;2167_143.95695_1117.44;;0.66255;0.15642;;;;
2170;312.26288;313.27016;1122.67;;;2170_313.27016_1122.67;;0.54819;0.80301;;;;
2172;254.2214;255.22867;1125.02;;;2172_255.22867_1125.02;;2.0794;0.15005;;;;
2175;343.22237;344.22965;1126.76;;;2175_344.22965_1126.76;;;;;;;
2177;162.13856;163.14583;1126.35;;;2177_163.14583_1126.35;;;;;;;
2179;795.60077;796.60804;1128.3;;;2179_796.60804_1128.3;;0.43274;1.4152;;;;
2181;270.17752;271.1848;1130.4;;;2181_271.1848_1130.4;;0.25481;0.67433;;;;
2182;160.96118;161.96846;1131.23;;;2182_161.96846_1131.23;;1.2818;0.01042;;;;
